stationno,O_LINENO,O_TERMINALNO,O_TIME,O_LONGITUDE,O_LATITUDE,O_UP,sub_time_stamp,time_stamp
13,1.0,901530.0,2017-10-06 18:20:31,117.18,39.1422,0.0,87.55319148936172,1507285231.0
14,1.0,901530.0,2017-10-06 18:22:01,117.18299999999999,39.1431,0.0,90.0,1507285321.0
15,1.0,901530.0,2017-10-06 18:26:12,117.189,39.1516,0.0,251.0,1507285572.0
16,1.0,901530.0,2017-10-06 18:28:03,117.193,39.1556,0.0,111.0,1507285683.0
17,1.0,901530.0,2017-10-06 18:28:51,117.195,39.1573,0.0,75.85714285714285,1507285731.0
18,1.0,901530.0,2017-10-06 18:30:06,117.197,39.1594,0.0,75.0,1507285806.0
19,1.0,901530.0,2017-10-06 18:32:03,117.2,39.1628,0.0,117.0,1507285923.0
20,1.0,901530.0,2017-10-06 18:35:11,117.211,39.1652,0.0,188.0,1507286111.0
21,1.0,901530.0,2017-10-06 18:35:24,117.213,39.165,0.0,76.23076923076923,1507286124.1304348
22,1.0,901530.0,2017-10-06 18:36:51,117.21799999999999,39.1653,0.0,86.86956521739131,1507286211.0
23,1.0,901530.0,2017-10-06 18:39:08,117.22,39.167,0.0,137.0,1507286348.0
24,1.0,901530.0,2017-10-06 18:40:49,117.215,39.1698,0.0,101.0,1507286449.0
25,1.0,901530.0,2017-10-06 18:41:50,117.21799999999999,39.1729,0.0,61.0,1507286510.0
26,1.0,901530.0,2017-10-06 18:43:00,117.221,39.1743,0.0,70.0,1507286580.0
27,1.0,901530.0,2017-10-06 18:44:17,117.225,39.1768,0.0,77.0,1507286657.0
28,1.0,901530.0,2017-10-06 18:44:20,117.2295,39.1774,0.0,78.85185185185185,1507286660.984127
29,1.0,901530.0,2017-10-06 18:45:31,117.23100000000001,39.175,0.0,70.1111111111111,1507286731.0952382
30,1.0,901530.0,2017-10-06 18:47:07,117.23299999999999,39.173,0.0,95.90476190476191,1507286827.0
31,1.0,901530.0,2017-10-06 19:01:48,117.214,39.1651,0.0,881.0,1507287708.0
2,1.0,901530.0,2017-10-07 08:20:54,117.199,39.1257,0.0,80.0,1507335654.0
3,1.0,901530.0,2017-10-07 08:22:15,117.195,39.1223,0.0,81.0,1507335735.0
4,1.0,901530.0,2017-10-07 08:24:19,117.19200000000001,39.1208,0.0,124.0,1507335859.0
5,1.0,901530.0,2017-10-07 08:26:19,117.18700000000001,39.1227,0.0,120.0,1507335979.0
6,1.0,901530.0,2017-10-07 08:29:59,117.178,39.1254,0.0,220.0,1507336199.0
7,1.0,901530.0,2017-10-07 08:31:23,117.179,39.1286,0.0,84.0,1507336283.0
8,1.0,901530.0,2017-10-07 08:32:15,117.18299999999999,39.1296,0.0,74.0,1507336335.0
10,1.0,901530.0,2017-10-07 08:34:29,117.186,39.1347,0.0,88.34146341463415,1507336469.5938673
9,1.0,901530.0,2017-10-07 08:35:25,117.186,39.1328,0.0,190.0,1507336525.0
11,1.0,901530.0,2017-10-07 08:36:50,117.181,39.1359,0.0,140.86764705882354,1507336610.4615145
12,1.0,901530.0,2017-10-07 08:39:06,117.18,39.1394,0.0,135.98529411764704,1507336746.4468086
13,1.0,901530.0,2017-10-07 08:40:34,117.18,39.1422,0.0,87.55319148936171,1507336834.0
14,1.0,901530.0,2017-10-07 08:41:44,117.18299999999999,39.1433,0.0,70.0,1507336904.0
15,1.0,901530.0,2017-10-07 08:45:29,117.189,39.1514,0.0,225.0,1507337129.0
16,1.0,901530.0,2017-10-07 08:49:19,117.193,39.1554,0.0,230.0,1507337359.0
17,1.0,901530.0,2017-10-07 08:50:13,117.195,39.1573,0.0,75.85714285714288,1507337413.0
18,1.0,901530.0,2017-10-07 08:51:39,117.197,39.1594,0.0,86.0,1507337499.0
19,1.0,901530.0,2017-10-07 08:53:39,117.2,39.1629,0.0,120.0,1507337619.0
20,1.0,901530.0,2017-10-07 08:55:55,117.211,39.1649,0.0,136.0,1507337755.0
21,1.0,901530.0,2017-10-07 08:56:03,117.213,39.165,0.0,76.23076923076925,1507337763.1304348
22,1.0,901530.0,2017-10-07 08:57:30,117.21799999999999,39.1653,0.0,86.86956521739128,1507337850.0
23,1.0,901530.0,2017-10-07 08:59:10,117.22,39.1671,0.0,100.0,1507337950.0
24,1.0,901530.0,2017-10-07 09:01:50,117.21600000000001,39.17,0.0,160.0,1507338110.0
25,1.0,901530.0,2017-10-07 09:02:35,117.21799999999999,39.1729,0.0,77.59090909090908,1507338155.0
26,1.0,901530.0,2017-10-07 09:03:39,117.221,39.1742,0.0,64.0,1507338219.0
27,1.0,901530.0,2017-10-07 09:04:59,117.225,39.1765,0.0,80.0,1507338299.0
28,1.0,901530.0,2017-10-07 09:06:19,117.23,39.1774,0.0,80.0,1507338379.0
29,1.0,901530.0,2017-10-07 09:06:33,117.23100000000001,39.175,0.0,70.11111111111109,1507338393.0952382
30,1.0,901530.0,2017-10-07 09:08:09,117.23299999999999,39.173,0.0,95.90476190476191,1507338489.0
31,1.0,901530.0,2017-10-07 09:10:09,117.234,39.173,0.0,120.0,1507338609.0
2,1.0,901530.0,2017-10-07 10:32:11,117.199,39.1258,0.0,175.14893617021275,1507343531.0151515
3,1.0,901530.0,2017-10-07 10:34:58,117.195,39.1224,0.0,167.0,1507343698.0151515
4,1.0,901530.0,2017-10-07 10:37:14,117.19200000000001,39.1207,0.0,135.98484848484847,1507343834.0
5,1.0,901530.0,2017-10-07 10:40:14,117.18700000000001,39.1228,0.0,180.0,1507344014.0
6,1.0,901530.0,2017-10-07 10:43:34,117.178,39.1251,0.0,200.0,1507344214.0
7,1.0,901530.0,2017-10-07 10:45:19,117.18,39.1288,0.0,105.0,1507344319.0
8,1.0,901530.0,2017-10-07 10:46:09,117.18299999999999,39.1296,0.0,74.0,1507344369.0
9,1.0,901530.0,2017-10-07 10:48:29,117.186,39.1326,0.0,140.0,1507344509.0
10,1.0,901530.0,2017-10-07 10:50:07,117.186,39.1348,0.0,98.0,1507344607.0
11,1.0,901530.0,2017-10-07 10:51:21,117.181,39.1358,0.0,74.0,1507344681.0
12,1.0,901530.0,2017-10-07 10:54:11,117.18,39.1394,0.0,170.0,1507344851.0
13,1.0,901530.0,2017-10-07 10:55:22,117.18,39.1423,0.0,71.0,1507344922.0
14,1.0,901530.0,2017-10-07 10:56:22,117.18299999999999,39.1431,0.0,80.34285714285714,1507344982.0
15,1.0,901530.0,2017-10-07 11:00:20,117.189,39.1518,0.0,238.0,1507345220.0
16,1.0,901530.0,2017-10-07 11:03:40,117.193,39.1555,0.0,200.0,1507345420.0
17,1.0,901530.0,2017-10-07 11:04:40,117.195,39.1573,0.0,75.85714285714286,1507345480.0
18,1.0,901530.0,2017-10-07 11:06:10,117.197,39.1592,0.0,90.0,1507345570.0
19,1.0,901530.0,2017-10-07 11:10:10,117.2,39.1628,0.0,240.0,1507345810.0
20,1.0,901530.0,2017-10-07 11:13:23,117.211,39.165,0.0,193.0,1507346003.0
21,1.0,901530.0,2017-10-07 11:14:23,117.213,39.165,0.0,76.23076923076925,1507346063.0
22,1.0,901530.0,2017-10-07 11:15:53,117.21799999999999,39.1653,0.0,90.0,1507346153.0
23,1.0,901530.0,2017-10-07 11:17:33,117.22,39.1671,0.0,100.0,1507346253.0
24,1.0,901530.0,2017-10-07 11:19:53,117.215,39.1698,0.0,140.0,1507346393.0
25,1.0,901530.0,2017-10-07 11:20:35,117.21799999999999,39.1729,0.0,77.59090909090907,1507346435.3333333
26,1.0,901530.0,2017-10-07 11:21:50,117.221,39.1743,0.0,74.66666666666669,1507346510.0
27,1.0,901530.0,2017-10-07 11:23:50,117.225,39.1766,0.0,120.0,1507346630.0
28,1.0,901530.0,2017-10-07 11:25:10,117.229,39.1776,0.0,80.0,1507346710.0
29,1.0,901530.0,2017-10-07 11:25:34,117.23100000000001,39.175,0.0,70.1111111111111,1507346734.0952382
30,1.0,901530.0,2017-10-07 11:27:10,117.23299999999999,39.173,0.0,95.90476190476191,1507346830.0
31,1.0,901530.0,2017-10-07 11:33:50,117.234,39.1724,0.0,400.0,1507347230.0
2,1.0,901530.0,2017-10-07 13:00:36,117.199,39.1256,0.0,110.0,1507352436.0
3,1.0,901530.0,2017-10-07 13:03:56,117.195,39.1224,0.0,200.0,1507352636.0
4,1.0,901530.0,2017-10-07 13:05:40,117.19200000000001,39.1206,0.0,104.0,1507352740.0
5,1.0,901530.0,2017-10-07 13:10:00,117.18700000000001,39.1228,0.0,260.0,1507353000.0
6,1.0,901530.0,2017-10-07 13:13:34,117.178,39.1252,0.0,214.0,1507353214.0
7,1.0,901530.0,2017-10-07 13:15:00,117.18,39.1288,0.0,86.0,1507353300.0
8,1.0,901530.0,2017-10-07 13:15:50,117.18299999999999,39.1296,0.0,74.0,1507353350.0
9,1.0,901530.0,2017-10-07 13:18:00,117.186,39.1327,0.0,130.0,1507353480.0
10,1.0,901530.0,2017-10-07 13:19:30,117.186,39.1345,0.0,90.0,1507353570.0
11,1.0,901530.0,2017-10-07 13:22:40,117.181,39.1355,0.0,190.0,1507353760.0
12,1.0,901530.0,2017-10-07 13:24:51,117.18,39.1394,0.0,131.0,1507353891.0
13,1.0,901530.0,2017-10-07 13:26:11,117.18,39.1422,0.0,80.0,1507353971.0
14,1.0,901530.0,2017-10-07 13:28:01,117.18299999999999,39.1431,0.0,110.0,1507354081.0
15,1.0,901530.0,2017-10-07 13:31:53,117.189,39.1517,0.0,232.0,1507354313.0
16,1.0,901530.0,2017-10-07 13:33:43,117.19200000000001,39.1555,0.0,110.0,1507354423.0
17,1.0,901530.0,2017-10-07 13:34:53,117.194,39.1573,0.0,70.0,1507354493.0
18,1.0,901530.0,2017-10-07 13:36:13,117.196,39.1591,0.0,80.0,1507354573.0
19,1.0,901530.0,2017-10-07 13:38:13,117.2,39.1628,0.0,120.0,1507354693.0
20,1.0,901530.0,2017-10-07 13:40:41,117.211,39.1653,0.0,148.0,1507354841.0
21,1.0,901530.0,2017-10-07 13:41:14,117.213,39.165,0.0,76.23076923076925,1507354874.1304348
22,1.0,901530.0,2017-10-07 13:42:41,117.21799999999999,39.1653,0.0,86.8695652173913,1507354961.0
23,1.0,901530.0,2017-10-07 13:45:21,117.22,39.1669,0.0,160.0,1507355121.0
24,1.0,901530.0,2017-10-07 13:48:01,117.21600000000001,39.17,0.0,160.0,1507355281.0
25,1.0,901530.0,2017-10-07 13:48:18,117.21799999999999,39.1729,0.0,77.59090909090908,1507355298.3333333
26,1.0,901530.0,2017-10-07 13:49:33,117.221,39.1743,0.0,74.66666666666669,1507355373.0
27,1.0,901530.0,2017-10-07 13:51:14,117.225,39.1766,0.0,101.0,1507355474.0
28,1.0,901530.0,2017-10-07 13:51:17,117.2295,39.1774,0.0,78.85185185185185,1507355477.984127
29,1.0,901530.0,2017-10-07 13:52:28,117.23100000000001,39.175,0.0,70.1111111111111,1507355548.0952382
30,1.0,901530.0,2017-10-07 13:54:04,117.23299999999999,39.173,0.0,95.90476190476191,1507355644.0
31,1.0,901530.0,2017-10-07 14:04:25,117.226,39.1775,0.0,621.0,1507356265.0
2,1.0,901530.0,2017-10-07 15:21:25,117.199,39.1258,0.0,130.0,1507360885.0
3,1.0,901530.0,2017-10-07 15:25:05,117.196,39.1224,0.0,220.0,1507361105.0
4,1.0,901530.0,2017-10-07 15:27:56,117.19200000000001,39.1207,0.0,171.0,1507361276.0
5,1.0,901530.0,2017-10-07 15:34:41,117.335,39.1238,0.0,405.0,1507361681.0
6,1.0,901530.0,2017-10-07 15:38:42,117.19,39.1216,0.0,241.0,1507361922.0
7,1.0,901530.0,2017-10-07 15:42:42,117.179,39.1288,0.0,240.0,1507362162.0
8,1.0,901530.0,2017-10-07 15:43:42,117.18299999999999,39.1296,0.0,74.0,1507362222.0
9,1.0,901530.0,2017-10-07 15:47:39,117.186,39.1327,0.0,237.0,1507362459.0
10,1.0,901530.0,2017-10-07 15:48:39,117.186,39.1347,0.0,88.34146341463416,1507362519.0
11,1.0,901530.0,2017-10-07 15:52:39,117.181,39.1359,0.0,240.0,1507362759.0
12,1.0,901530.0,2017-10-07 15:54:49,117.18,39.1385,0.0,130.0,1507362889.0
13,1.0,901530.0,2017-10-07 15:55:49,117.18,39.1422,0.0,87.55319148936171,1507362949.0
14,1.0,901530.0,2017-10-07 15:57:49,117.18299999999999,39.1431,0.0,120.0,1507363069.0
15,1.0,901530.0,2017-10-07 16:02:19,117.189,39.1516,0.0,270.0,1507363339.0
16,1.0,901530.0,2017-10-07 16:06:19,117.193,39.1556,0.0,240.0,1507363579.0
17,1.0,901530.0,2017-10-07 16:07:09,117.195,39.1573,0.0,75.85714285714286,1507363629.0
18,1.0,901530.0,2017-10-07 16:08:39,117.197,39.1589,0.0,90.0,1507363719.0
19,1.0,901530.0,2017-10-07 16:10:19,117.2,39.1627,0.0,100.0,1507363819.0
20,1.0,901530.0,2017-10-07 16:12:29,117.211,39.165,0.0,130.0,1507363949.0
21,1.0,901530.0,2017-10-07 16:13:29,117.213,39.165,0.0,76.23076923076924,1507364009.0
22,1.0,901530.0,2017-10-07 16:15:19,117.21799999999999,39.1653,0.0,110.0,1507364119.0
23,1.0,901530.0,2017-10-07 16:16:29,117.208,39.1744,0.0,70.0,1507364189.0
24,1.0,901530.0,2017-10-07 16:18:29,117.20299999999999,39.1781,0.0,120.0,1507364309.0
25,1.0,901530.0,2017-10-07 16:19:04,117.21799999999999,39.1729,0.0,77.59090909090908,1507364344.3333333
26,1.0,901530.0,2017-10-07 16:20:19,117.221,39.1743,0.0,74.66666666666669,1507364419.0
27,1.0,901530.0,2017-10-07 16:22:09,117.225,39.1766,0.0,110.0,1507364529.0
28,1.0,901530.0,2017-10-07 16:23:30,117.2295,39.1774,0.0,81.0,1507364610.0
29,1.0,901530.0,2017-10-07 16:24:20,117.23100000000001,39.175,0.0,70.1111111111111,1507364660.0
30,1.0,901530.0,2017-10-07 16:25:30,117.23700000000001,39.1699,0.0,70.0,1507364730.0
31,1.0,901530.0,2017-10-07 16:28:00,117.234,39.1723,0.0,150.0,1507364880.0
2,1.0,901530.0,2017-10-08 07:36:23,117.199,39.1258,0.0,175.14893617021275,1507419383.0
3,1.0,901530.0,2017-10-08 07:37:53,117.195,39.1222,0.0,90.0,1507419473.0
4,1.0,901530.0,2017-10-08 07:39:15,117.19200000000001,39.1207,0.0,82.0,1507419555.0
5,1.0,901530.0,2017-10-08 07:41:05,117.186,39.1229,0.0,110.0,1507419665.0
6,1.0,901530.0,2017-10-08 07:44:45,117.178,39.1255,0.0,220.0,1507419885.0
7,1.0,901530.0,2017-10-08 07:46:11,117.179,39.1287,0.0,86.0,1507419971.0
8,1.0,901530.0,2017-10-08 07:47:03,117.18299999999999,39.1296,0.0,74.0,1507420023.0
9,1.0,901530.0,2017-10-08 07:48:53,117.186,39.1326,0.0,110.0,1507420133.0
10,1.0,901530.0,2017-10-08 07:50:13,117.185,39.1348,0.0,80.0,1507420213.0
11,1.0,901530.0,2017-10-08 07:52:23,117.181,39.135999999999996,0.0,130.0,1507420343.0
12,1.0,901530.0,2017-10-08 07:54:13,117.18,39.1393,0.0,110.0,1507420453.0
13,1.0,901530.0,2017-10-08 07:54:41,117.18,39.1422,0.0,87.55319148936172,1507420481.6571429
14,1.0,901530.0,2017-10-08 07:56:02,117.18299999999999,39.1431,0.0,80.34285714285714,1507420562.0
15,1.0,901530.0,2017-10-08 07:59:41,117.189,39.1516,0.0,219.0,1507420781.0
16,1.0,901530.0,2017-10-08 08:02:21,117.19200000000001,39.1554,0.0,160.0,1507420941.0
17,1.0,901530.0,2017-10-08 08:03:21,117.195,39.1573,0.0,75.85714285714283,1507421001.0
18,1.0,901530.0,2017-10-08 08:04:51,117.197,39.1593,0.0,90.0,1507421091.0
19,1.0,901530.0,2017-10-08 08:06:31,117.2,39.1628,0.0,100.0,1507421191.0
20,1.0,901530.0,2017-10-08 08:08:51,117.211,39.1649,0.0,140.0,1507421331.0
21,1.0,901530.0,2017-10-08 08:09:41,117.213,39.165,0.0,76.23076923076921,1507421381.0
22,1.0,901530.0,2017-10-08 08:10:51,117.21799999999999,39.1653,0.0,70.0,1507421451.0
23,1.0,901530.0,2017-10-08 08:12:51,117.22,39.1671,0.0,120.0,1507421571.0
24,1.0,901530.0,2017-10-08 08:15:21,117.21600000000001,39.1699,0.0,150.0,1507421721.0
25,1.0,901530.0,2017-10-08 08:15:36,117.21799999999999,39.1729,0.0,77.59090909090907,1507421736.3333333
26,1.0,901530.0,2017-10-08 08:16:51,117.221,39.1743,0.0,74.66666666666666,1507421811.0
27,1.0,901530.0,2017-10-08 08:17:58,117.225,39.1765,0.0,67.0,1507421878.0
28,1.0,901530.0,2017-10-08 08:19:13,117.229,39.1775,0.0,75.0,1507421953.0
29,1.0,901530.0,2017-10-08 08:20:13,117.23100000000001,39.175,0.0,70.11111111111113,1507422013.0
30,1.0,901530.0,2017-10-08 08:21:33,117.23299999999999,39.173,0.0,80.0,1507422093.0
31,1.0,901530.0,2017-10-08 08:29:23,117.23299999999999,39.1726,0.0,470.0,1507422563.0
2,1.0,901530.0,2017-10-09 06:06:41,117.199,39.1258,0.0,175.14893617021275,1507500401.0
3,1.0,901530.0,2017-10-09 06:09:28,117.195,39.1224,0.0,167.0,1507500568.0
4,1.0,901530.0,2017-10-09 06:10:59,117.19200000000001,39.1208,0.0,91.0,1507500659.0
5,1.0,901530.0,2017-10-09 06:12:40,117.186,39.1229,0.0,101.0,1507500760.0
6,1.0,901530.0,2017-10-09 06:15:35,117.178,39.1252,0.0,175.0,1507500935.0
7,1.0,901530.0,2017-10-09 06:17:08,117.179,39.1288,0.0,93.0,1507501028.0
8,1.0,901530.0,2017-10-09 06:18:00,117.18299999999999,39.1296,0.0,74.0,1507501080.0
9,1.0,901530.0,2017-10-09 06:19:40,117.186,39.1329,0.0,100.0,1507501180.0
10,1.0,901530.0,2017-10-09 06:19:59,117.186,39.1347,0.0,88.34146341463413,1507501199.0
11,1.0,901530.0,2017-10-09 06:21:25,117.182,39.135999999999996,0.0,86.0,1507501285.0
12,1.0,901530.0,2017-10-09 06:23:05,117.18,39.1395,0.0,100.0,1507501385.0
13,1.0,901530.0,2017-10-09 06:23:56,117.18,39.1422,0.0,87.55319148936172,1507501436.0
14,1.0,901530.0,2017-10-09 06:25:06,117.18299999999999,39.1431,0.0,70.0,1507501506.0
15,1.0,901530.0,2017-10-09 06:28:43,117.189,39.1517,0.0,217.0,1507501723.0
16,1.0,901530.0,2017-10-09 06:31:23,117.193,39.1557,0.0,160.0,1507501883.0
17,1.0,901530.0,2017-10-09 06:32:03,117.195,39.1573,0.0,75.85714285714282,1507501923.0
18,1.0,901530.0,2017-10-09 06:33:14,117.196,39.1591,0.0,71.0,1507501994.0
19,1.0,901530.0,2017-10-09 06:36:03,117.2,39.1628,0.0,169.0,1507502163.0
20,1.0,901530.0,2017-10-09 06:38:29,117.211,39.1651,0.0,146.0,1507502309.0
21,1.0,901530.0,2017-10-09 06:38:31,117.213,39.165,0.0,76.2307692307692,1507502311.1304348
22,1.0,901530.0,2017-10-09 06:39:58,117.21799999999999,39.1653,0.0,86.8695652173913,1507502398.0
23,1.0,901530.0,2017-10-09 06:41:34,117.22,39.1671,0.0,96.0,1507502494.0
24,1.0,901530.0,2017-10-09 06:43:54,117.21600000000001,39.17,0.0,140.0,1507502634.0
25,1.0,901530.0,2017-10-09 06:44:14,117.21799999999999,39.1729,0.0,77.59090909090907,1507502654.3333333
26,1.0,901530.0,2017-10-09 06:45:29,117.221,39.1743,0.0,74.66666666666664,1507502729.0
27,1.0,901530.0,2017-10-09 06:46:39,117.225,39.1767,0.0,70.0,1507502799.0
28,1.0,901530.0,2017-10-09 06:47:59,117.229,39.1776,0.0,80.0,1507502879.0
29,1.0,901530.0,2017-10-09 06:48:13,117.23100000000001,39.175,0.0,70.11111111111119,1507502893.0952382
30,1.0,901530.0,2017-10-09 06:49:49,117.23299999999999,39.173,0.0,95.90476190476187,1507502989.0
31,1.0,901530.0,2017-10-09 06:54:19,117.234,39.1723,0.0,270.0,1507503259.0
2,1.0,901530.0,2017-10-09 08:44:05,117.199,39.1256,0.0,150.0,1507509845.0
3,1.0,901530.0,2017-10-09 08:45:09,117.196,39.1224,0.0,64.0,1507509909.0
4,1.0,901530.0,2017-10-09 08:48:49,117.19200000000001,39.121,0.0,220.0,1507510129.0
5,1.0,901530.0,2017-10-09 08:50:49,117.18700000000001,39.12300000000001,0.0,120.0,1507510249.0
6,1.0,901530.0,2017-10-09 08:53:41,117.178,39.1258,0.0,172.0,1507510421.0
7,1.0,901530.0,2017-10-09 08:55:31,117.179,39.1288,0.0,110.0,1507510531.0
8,1.0,901530.0,2017-10-09 08:56:31,117.18299999999999,39.1296,0.0,74.0,1507510591.0
9,1.0,901530.0,2017-10-09 08:58:51,117.18700000000001,39.1326,0.0,140.0,1507510731.0
10,1.0,901530.0,2017-10-09 08:59:47,117.186,39.1347,0.0,88.34146341463413,1507510787.0
11,1.0,901530.0,2017-10-09 09:02:29,117.181,39.1359,0.0,162.0,1507510949.0
12,1.0,901530.0,2017-10-09 09:04:19,117.18,39.1387,0.0,110.0,1507511059.0
13,1.0,901530.0,2017-10-09 09:05:59,117.181,39.1422,0.0,100.0,1507511159.0
14,1.0,901530.0,2017-10-09 09:06:59,117.18299999999999,39.1431,0.0,80.34285714285713,1507511219.0
15,1.0,901530.0,2017-10-09 09:10:27,117.19,39.1516,0.0,208.0,1507511427.0
16,1.0,901530.0,2017-10-09 09:11:44,117.19200000000001,39.1554,0.0,172.53623188405797,1507511504.1928694
17,1.0,901530.0,2017-10-09 09:13:00,117.195,39.1573,0.0,75.85714285714282,1507511580.0500124
18,1.0,901530.0,2017-10-09 09:14:32,117.197,39.1592,0.0,92.45161290322581,1507511672.5016253
19,1.0,901530.0,2017-10-09 09:17:03,117.2,39.1628,0.0,151.26760563380282,1507511823.7692308
20,1.0,901530.0,2017-10-09 09:19:56,117.211,39.165,0.0,173.0,1507511996.7692308
21,1.0,901530.0,2017-10-09 09:21:13,117.213,39.165,0.0,76.2307692307692,1507512073.0
22,1.0,901530.0,2017-10-09 09:22:33,117.21799999999999,39.1652,0.0,80.0,1507512153.0
23,1.0,901530.0,2017-10-09 09:25:33,117.22,39.1673,0.0,180.0,1507512333.0
24,1.0,901530.0,2017-10-09 09:27:13,117.21600000000001,39.1698,0.0,100.0,1507512433.0
25,1.0,901530.0,2017-10-09 09:27:23,117.21799999999999,39.1729,0.0,77.59090909090907,1507512443.3333333
26,1.0,901530.0,2017-10-09 09:28:38,117.221,39.1743,0.0,74.66666666666666,1507512518.0
27,1.0,901530.0,2017-10-09 09:30:18,117.225,39.1767,0.0,100.0,1507512618.0
28,1.0,901530.0,2017-10-09 09:31:38,117.23,39.1773,0.0,80.0,1507512698.0
29,1.0,901530.0,2017-10-09 09:32:18,117.23100000000001,39.175,0.0,70.11111111111119,1507512738.0
30,1.0,901530.0,2017-10-09 09:33:48,117.234,39.172,0.0,90.0,1507512828.0
31,1.0,901530.0,2017-10-09 09:34:58,117.234,39.1725,0.0,70.0,1507512898.0
2,1.0,901530.0,2017-10-09 10:54:27,117.199,39.1258,0.0,175.14893617021278,1507517667.0
3,1.0,901530.0,2017-10-09 10:56:20,117.195,39.1226,0.0,113.0,1507517780.0
4,1.0,901530.0,2017-10-09 10:58:00,117.19200000000001,39.1206,0.0,100.0,1507517880.0
5,1.0,901530.0,2017-10-09 11:00:20,117.186,39.1227,0.0,140.0,1507518020.0
6,1.0,901530.0,2017-10-09 11:03:57,117.178,39.1254,0.0,217.0,1507518237.0
7,1.0,901530.0,2017-10-09 11:06:20,117.179,39.1288,0.0,143.0,1507518380.0
8,1.0,901530.0,2017-10-09 11:07:20,117.18299999999999,39.1296,0.0,74.0,1507518440.0
9,1.0,901530.0,2017-10-09 11:09:36,117.186,39.1328,0.0,136.0,1507518576.0
10,1.0,901530.0,2017-10-09 11:10:16,117.186,39.1347,0.0,88.34146341463413,1507518616.0
11,1.0,901530.0,2017-10-09 11:11:56,117.181,39.1358,0.0,100.0,1507518716.0
12,1.0,901530.0,2017-10-09 11:13:56,117.18,39.1394,0.0,120.0,1507518836.0
13,1.0,901530.0,2017-10-09 11:14:56,117.18,39.1422,0.0,87.55319148936172,1507518896.0
14,1.0,901530.0,2017-10-09 11:16:06,117.18299999999999,39.143,0.0,70.0,1507518966.0
15,1.0,901530.0,2017-10-09 11:19:48,117.189,39.1516,0.0,222.0,1507519188.0
16,1.0,901530.0,2017-10-09 11:24:28,117.19200000000001,39.1553,0.0,280.0,1507519468.0
17,1.0,901530.0,2017-10-09 11:25:48,117.195,39.1576,0.0,80.0,1507519548.0
18,1.0,901530.0,2017-10-09 11:26:38,117.197,39.1592,0.0,92.4516129032258,1507519598.0
19,1.0,901530.0,2017-10-09 11:29:08,117.2,39.163000000000004,0.0,150.0,1507519748.0
20,1.0,901530.0,2017-10-09 11:31:33,117.211,39.165,0.0,145.0,1507519893.0
21,1.0,901530.0,2017-10-09 11:31:39,117.213,39.165,0.0,76.23076923076921,1507519899.1304348
22,1.0,901530.0,2017-10-09 11:33:06,117.21799999999999,39.1653,0.0,86.8695652173913,1507519986.0
23,1.0,901530.0,2017-10-09 11:34:46,117.22,39.167,0.0,100.0,1507520086.0
24,1.0,901530.0,2017-10-09 11:36:46,117.215,39.1698,0.0,120.0,1507520206.0
25,1.0,901530.0,2017-10-09 11:37:11,117.21799999999999,39.1729,0.0,77.59090909090907,1507520231.3333333
26,1.0,901530.0,2017-10-09 11:38:26,117.221,39.1743,0.0,74.66666666666666,1507520306.0
28,1.0,901530.0,2017-10-09 11:40:09,117.2295,39.1774,0.0,78.85185185185185,1507520409.984127
27,1.0,901530.0,2017-10-09 11:40:16,117.225,39.1767,0.0,110.0,1507520416.0
29,1.0,901530.0,2017-10-09 11:41:20,117.23100000000001,39.175,0.0,70.11111111111119,1507520480.0952382
30,1.0,901530.0,2017-10-09 11:42:56,117.23299999999999,39.173,0.0,95.90476190476187,1507520576.0
31,1.0,901530.0,2017-10-09 11:44:36,117.234,39.1724,0.0,100.0,1507520676.0
2,1.0,901530.0,2017-10-09 12:54:54,117.199,39.1258,0.0,100.0,1507524894.0
3,1.0,901530.0,2017-10-09 12:56:09,117.195,39.1222,0.0,75.0,1507524969.0
4,1.0,901530.0,2017-10-09 12:57:40,117.19200000000001,39.1204,0.0,91.0,1507525060.0
5,1.0,901530.0,2017-10-09 12:59:10,117.186,39.1228,0.0,90.0,1507525150.0
6,1.0,901530.0,2017-10-09 13:02:05,117.178,39.1254,0.0,175.0,1507525325.0
7,1.0,901530.0,2017-10-09 13:03:29,117.179,39.1289,0.0,84.0,1507525409.0
8,1.0,901530.0,2017-10-09 13:04:30,117.18299999999999,39.1296,0.0,61.0,1507525470.0
9,1.0,901530.0,2017-10-09 13:07:57,117.186,39.1326,0.0,207.0,1507525677.0
10,1.0,901530.0,2017-10-09 13:08:37,117.186,39.1347,0.0,88.34146341463412,1507525717.0
11,1.0,901530.0,2017-10-09 13:10:07,117.181,39.1355,0.0,90.0,1507525807.0
12,1.0,901530.0,2017-10-09 13:12:07,117.18,39.1395,0.0,120.0,1507525927.0
13,1.0,901530.0,2017-10-09 13:13:37,117.18,39.1421,0.0,90.0,1507526017.0
14,1.0,901530.0,2017-10-09 13:14:37,117.18299999999999,39.1431,0.0,80.34285714285711,1507526077.0
15,1.0,901530.0,2017-10-09 13:17:29,117.189,39.1514,0.0,172.0,1507526249.0
16,1.0,901530.0,2017-10-09 13:19:49,117.193,39.1557,0.0,140.0,1507526389.0
17,1.0,901530.0,2017-10-09 13:20:31,117.195,39.1573,0.0,75.85714285714282,1507526431.0
18,1.0,901530.0,2017-10-09 13:21:51,117.197,39.1594,0.0,80.0,1507526511.0
